ChangeId	Desc	Part	CharmExtern	ColorItem1	ConsumeItem1	ConsumeCount1	ColorItem2	ConsumeItem2	ConsumeCount2	ColorItem3	ConsumeItem3	ConsumeCount3	ColorItem4	ConsumeItem4	ConsumeCount4	ColorItem5	ConsumeItem5	ConsumeCount5	ColorItem6	ConsumeItem6	ConsumeCount6	ColorItem7	ConsumeItem7	ConsumeCount7	ColorItem8	ConsumeItem8	ConsumeCount8	NameFacionMale1	NameFacionFemale2	NameFacionFemale3	NameFacionMale4	NameFacionMale5	NameFacionFemale5	NameFacionFemale6	NameFacionMale7	NameFacionFemale8	NameFacionMale9	NameFacionMale10	NameFacionFemale10	NameFacionMale11	NameFacionFemale12	NameFacionMale13	NameFacionFemale14	NameFacionMale15	NameFacionFemale15	NameFacionMale16	NameFacionFemale16	NameFacionMale17	NameFacionFemale17
5902	T2外装头饰(花)·限时	4	10	8204	2569	1																						外装：<铁血龙胆>	外装：<牡丹望月>	外装：<樱落长空>	外装：<君子如风>	外装：<君子如风>	外装：<牡丹望月>	外装：<牡丹望月>	外装：<铁血龙胆>	外装：<牡丹望月>	外装：<君子如风>	外装：<铁血龙胆>	外装：<牡丹望月>	外装：<铁血龙胆>	外装：<樱落长空>	外装：<君子如风>	外装：<牡丹望月>	外装：<君子如风>	外装：<牡丹望月>	外装：<铁血龙胆>	外装：<樱落长空>	外装：<君子如风>	外装：<牡丹望月>
5903	T3外装头饰(新年大衣)·限时	4	10	8205	2569	1																						外装：<八方云动>	外装：<傲寒诉雪>	外装：<墨芷幽兰>	外装：<白玉琅环>	外装：<白玉琅环>	外装：<傲寒诉雪>	外装：<傲寒诉雪>	外装：<八方云动>	外装：<傲寒诉雪>	外装：<白玉琅环>	外装：<八方云动>	外装：<傲寒诉雪>	外装：<八方云动>	外装：<墨芷幽兰>	外装：<白玉琅环>	外装：<傲寒诉雪>	外装：<白玉琅环>	外装：<傲寒诉雪>	外装：<八方云动>	外装：<墨芷幽兰>	外装：<白玉琅环>	外装：<傲寒诉雪>
5904	T4外装头饰(八家将)·限时	4	10	8206	2569	1																						外装：<玄甲铁骑>	外装：<雨落尘殇>	外装：<伽蓝听雨>	外装：<墨语无尘>	外装：<墨语无尘>	外装：<雨落尘殇>	外装：<雨落尘殇>	外装：<玄甲铁骑>	外装：<雨落尘殇>	外装：<墨语无尘>	外装：<玄甲铁骑>	外装：<雨落尘殇>	外装：<玄甲铁骑>	外装：<伽蓝听雨>	外装：<墨语无尘>	外装：<雨落尘殇>	外装：<墨语无尘>	外装：<雨落尘殇>	外装：<玄甲铁骑>	外装：<伽蓝听雨>	外装：<墨语无尘>	外装：<雨落尘殇>
5905	T5外装头饰(黑帮)·限时	4	10	8215	2569	1																						外装：<狂客>	外装：<狷者>	外装：<魅灵>	外装：<邪侠>	外装：<邪侠>	外装：<狷者>	外装：<狷者>	外装：<狂客>	外装：<狷者>	外装：<邪侠>	外装：<狂客>	外装：<狷者>	外装：<狂客>	外装：<魅灵>	外装：<邪侠>	外装：<狷者>	外装：<邪侠>	外装：<狷者>	外装：<狂客>	外装：<魅灵>	外装：<邪侠>	外装：<狷者>
5906	T6外装头饰(自然)·限时	4	10	8207	2569	1																						外装：<青竹觅影>	外装：<落花映雪>	外装：<落花映雪>	外装：<青竹觅影>	外装：<青竹觅影>	外装：<落花映雪>	外装：<落花映雪>	外装：<青竹觅影>	外装：<落花映雪>	外装：<青竹觅影>	外装：<青竹觅影>	外装：<落花映雪>	外装：<青竹觅影>	外装：<落花映雪>	外装：<青竹觅影>	外装：<落花映雪>	外装：<青竹觅影>	外装：<落花映雪>	外装：<青竹觅影>	外装：<落花映雪>	外装：<青竹觅影>	外装：<落花映雪>
5907	T7外装头饰(浮光)·限时	4	10	8208	2569	1																						外装：<浮光·梦羽>	外装：<浮光·梦蝶>	外装：<浮光·梦蝶>	外装：<浮光·梦羽>	外装：<浮光·梦羽>	外装：<浮光·梦蝶>	外装：<浮光·梦蝶>	外装：<浮光·梦羽>	外装：<浮光·梦蝶>	外装：<浮光·梦羽>	外装：<浮光·梦羽>	外装：<浮光·梦蝶>	外装：<浮光·梦羽>	外装：<浮光·梦蝶>	外装：<浮光·梦羽>	外装：<浮光·梦蝶>	外装：<浮光·梦羽>	外装：<浮光·梦蝶>	外装：<浮光·梦羽>	外装：<浮光·梦蝶>	外装：<浮光·梦羽>	外装：<浮光·梦蝶>
5908	T9外装头饰（丝路流纱）·限时	4	10	7128	2569	1																						外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>	外装：<丝路流纱>
5909	T10外装头饰（绒雪华冠）·限时	4	10	8209	2569	1																						外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>
5910	T10s外装头饰（云梦之犄）·限时	4	10	7437	2569	1																						外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>
5911	T11外装头饰（2018新年）·限时	4	10	8210	2569	1																						外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>
5912	T11s外装头饰（狗头）·限时	4	10	8211	2569	1																						外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>
5913	T12外装头饰（夏莲）·限时	4	10	8212	2569	1																						外装：<风动·苍澜>	外装：<萤舞·花间>	外装：<萤舞·花间>	外装：<风动·苍澜>	外装：<风动·苍澜>	外装：<萤舞·花间>	外装：<萤舞·花间>	外装：<风动·苍澜>	外装：<萤舞·花间>	外装：<风动·苍澜>	外装：<风动·苍澜>	外装：<萤舞·花间>	外装：<风动·苍澜>	外装：<萤舞·花间>	外装：<风动·苍澜>	外装：<萤舞·花间>	外装：<风动·苍澜>	外装：<萤舞·花间>	外装：<风动·苍澜>	外装：<萤舞·花间>	外装：<风动·苍澜>	外装：<萤舞·花间>
5914	T12A外装头饰（夏莲普通）·限时	4	10	8213	2569	1																						外装：<苍澜>	外装：<花间>	外装：<花间>	外装：<苍澜>	外装：<苍澜>	外装：<花间>	外装：<花间>	外装：<苍澜>	外装：<花间>	外装：<苍澜>	外装：<苍澜>	外装：<花间>	外装：<苍澜>	外装：<花间>	外装：<苍澜>	外装：<花间>	外装：<苍澜>	外装：<花间>	外装：<苍澜>	外装：<花间>	外装：<苍澜>	外装：<花间>
5915	T4N外装头饰（兔子）·限时	4	10	8214	2569	1																						外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>
5916	越南头饰	4	22	9700	2569	1																						外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>	外装：<越南头饰>
6001	T1外装头饰(斗笠)	4	4	6615	2569	1	6616	2569	1	6617	2569	1	6618	2569	1	6858	2569	1										外装：<傲血丹青>系列	外装：<青灯曳影>系列	外装：<青玉云歌>系列	外装：<千叶森罗>系列	外装：<千叶森罗>系列	外装：<青灯曳影>系列	外装：<青灯曳影>系列	外装：<傲血丹青>系列	外装：<青灯曳影>系列	外装：<千叶森罗>系列	外装：<傲血丹青>系列	外装：<青灯曳影>系列	外装：<傲血丹青>系列	外装：<青玉云歌>系列	外装：<千叶森罗>系列	外装：<青灯曳影>系列	外装：<千叶森罗>系列	外装：<青灯曳影>系列	外装：<傲血丹青>系列	外装：<青玉云歌>系列	外装：<千叶森罗>系列	外装：<青灯曳影>系列
6002	T2外装头饰(花)	4	15	6619	2569	1	6620	2569	2	6621	2569	2	6622	2569	2	6667	2569	2	6668	2569	2	6669	2569	2	6670	2569	2	外装：<铁血龙胆>系列	外装：<牡丹望月>系列	外装：<樱落长空>系列	外装：<君子如风>系列	外装：<君子如风>系列	外装：<牡丹望月>系列	外装：<牡丹望月>系列	外装：<铁血龙胆>系列	外装：<牡丹望月>系列	外装：<君子如风>系列	外装：<铁血龙胆>系列	外装：<牡丹望月>系列	外装：<铁血龙胆>系列	外装：<樱落长空>系列	外装：<君子如风>系列	外装：<牡丹望月>系列	外装：<君子如风>系列	外装：<牡丹望月>系列	外装：<铁血龙胆>系列	外装：<樱落长空>系列	外装：<君子如风>系列	外装：<牡丹望月>系列
6003	T3外装头饰(新年大衣)	4	15	6623	2569	1	6624	2569	2	6625	2569	2	6626	2569	2	6859	2569	2										外装：<八方云动>系列	外装：<傲寒诉雪>系列	外装：<墨芷幽兰>系列	外装：<白玉琅环>系列	外装：<白玉琅环>系列	外装：<傲寒诉雪>系列	外装：<傲寒诉雪>系列	外装：<八方云动>系列	外装：<傲寒诉雪>系列	外装：<白玉琅环>系列	外装：<八方云动>系列	外装：<傲寒诉雪>系列	外装：<八方云动>系列	外装：<墨芷幽兰>系列	外装：<白玉琅环>系列	外装：<傲寒诉雪>系列	外装：<白玉琅环>系列	外装：<傲寒诉雪>系列	外装：<八方云动>系列	外装：<墨芷幽兰>系列	外装：<白玉琅环>系列	外装：<傲寒诉雪>系列
6004	T4外装头饰(八家将)	4	22	6627	2569	1	6628	2569	3	6629	2569	3	6630	2569	3													外装：<玄甲铁骑>系列	外装：<雨落尘殇>系列	外装：<伽蓝听雨>系列	外装：<墨语无尘>系列	外装：<墨语无尘>系列	外装：<雨落尘殇>系列	外装：<雨落尘殇>系列	外装：<玄甲铁骑>系列	外装：<雨落尘殇>系列	外装：<墨语无尘>系列	外装：<玄甲铁骑>系列	外装：<雨落尘殇>系列	外装：<玄甲铁骑>系列	外装：<伽蓝听雨>系列	外装：<墨语无尘>系列	外装：<雨落尘殇>系列	外装：<墨语无尘>系列	外装：<雨落尘殇>系列	外装：<玄甲铁骑>系列	外装：<伽蓝听雨>系列	外装：<墨语无尘>系列	外装：<雨落尘殇>系列
6005	T5外装头饰(黑帮)	4	22	6631	2569	1	6632	2569	3	6633	2569	3	6634	2569	3	6672	2569	3										外装：<狂客>系列	外装：<狷者>系列	外装：<魅灵>系列	外装：<邪侠>系列	外装：<邪侠>系列	外装：<狷者>系列	外装：<狷者>系列	外装：<狂客>系列	外装：<狷者>系列	外装：<邪侠>系列	外装：<狂客>系列	外装：<狷者>系列	外装：<狂客>系列	外装：<魅灵>系列	外装：<邪侠>系列	外装：<狷者>系列	外装：<邪侠>系列	外装：<狷者>系列	外装：<狂客>系列	外装：<魅灵>系列	外装：<邪侠>系列	外装：<狷者>系列
6006	T6外装头饰(自然)	4	22	6635	2569	1	6636	2569	3	6637	2569	3	6638	2569	3													外装：<青竹觅影>系列	外装：<落花映雪>系列	外装：<落花映雪>系列	外装：<青竹觅影>系列	外装：<青竹觅影>系列	外装：<落花映雪>系列	外装：<落花映雪>系列	外装：<青竹觅影>系列	外装：<落花映雪>系列	外装：<青竹觅影>系列	外装：<青竹觅影>系列	外装：<落花映雪>系列	外装：<青竹觅影>系列	外装：<落花映雪>系列	外装：<青竹觅影>系列	外装：<落花映雪>系列	外装：<青竹觅影>系列	外装：<落花映雪>系列	外装：<青竹觅影>系列	外装：<落花映雪>系列	外装：<青竹觅影>系列	外装：<落花映雪>系列
6007	T7外装头饰(浮光)	4	22	6639	2569	1	6640	2569	3	6641	2569	3	6642	2569	3	6861	2569	3										外装：<浮光·梦羽>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦蝶>系列
6008	T8外装头饰(轻纱)	4	22	6643	2569	1	6644	2569	3	6645	2569	3	6646	2569	3	6862	2569	3	7382	2569	3							外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列	外装：<丝路流纱>系列
6101	T4外装头饰(周年庆典华服)	4	22	6671	2569	1																						外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>	外装：<周年庆典华服>
6102	T6外装头饰（佳期）	4	22	6673	2569	1																						外装：<佳期·鸿影>	外装：<佳期·花恋>	外装：<佳期·琼华>	外装：<佳期·墨语>	外装：<佳期·墨语>	外装：<佳期·花恋>	外装：<佳期·花恋>	外装：<佳期·鸿影>	外装：<佳期·花恋>	外装：<佳期·墨语>	外装：<佳期·鸿影>	外装：<佳期·花恋>	外装：<佳期·鸿影>	外装：<佳期·琼华>	外装：<佳期·墨语>	外装：<佳期·花恋>	外装：<佳期·墨语>	外装：<佳期·花恋>	外装：<佳期·鸿影>	外装：<佳期·琼华>	外装：<佳期·墨语>	外装：<佳期·花恋>
6103	T10外装头饰（绒雪华冠）	4	22	7131	2569	1	7132	2569	3	7133	2569	3	7134	2569	3													外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>	外装：<绒雪华冠>
6104	T10s外装头饰（云梦之犄）	4	22	7135	2569	1	7136	2569	3	7137	2569	3	7138	2569	3													外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>	外装：<云梦之犄>
6105	T10外装头饰（绿绒雪华冠）	4	22	7292	2569	1																						外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>	外装：<绒雪华冠·绿>
6106	T11外装头饰（新年头）	4	22	7298	2569	1																						外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>	外装：<金玉满堂>
6107	T11s外装头饰	4	22	7304	2569	1																						外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>	外装：<福运兴旺>
6108	T12外装头饰(夏莲)	4	47	7554	2569	1	7555	2569	3	7556	2569	3	7557	2569	3	7558	2569	3	7559	2569	3	7710	2569	3	7711	2569	3	外装：<风动·苍澜>系列	外装：<萤舞·花间>系列	外装：<萤舞·花间>系列	外装：<风动·苍澜>系列	外装：<风动·苍澜>系列	外装：<萤舞·花间>系列	外装：<萤舞·花间>系列	外装：<风动·苍澜>系列	外装：<萤舞·花间>系列	外装：<风动·苍澜>系列	外装：<风动·苍澜>系列	外装：<萤舞·花间>系列	外装：<风动·苍澜>系列	外装：<萤舞·花间>系列	外装：<风动·苍澜>系列	外装：<萤舞·花间>系列	外装：<风动·苍澜>系列	外装：<萤舞·花间>系列	外装：<风动·苍澜>系列	外装：<萤舞·花间>系列	外装：<风动·苍澜>系列	外装：<萤舞·花间>系列
6109	T12A外装头饰(夏莲)	4	22	7560	2569	1	7561	2569	3	7562	2569	3	7563	2569	3	7564	2569	3										外装：<苍澜>系列	外装：<花间>系列	外装：<花间>系列	外装：<苍澜>系列	外装：<苍澜>系列	外装：<花间>系列	外装：<花间>系列	外装：<苍澜>系列	外装：<花间>系列	外装：<苍澜>系列	外装：<苍澜>系列	外装：<花间>系列	外装：<苍澜>系列	外装：<花间>系列	外装：<苍澜>系列	外装：<花间>系列	外装：<苍澜>系列	外装：<花间>系列	外装：<苍澜>系列	外装：<花间>系列	外装：<苍澜>系列	外装：<花间>系列
6110	T4N外装头饰（兔子头）	4	22	7955	2569	1	7956	2569	3	7957	2569	3	7958	2569	3													外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>	外装：<玉丝千缕>
6111	T13外装头饰(夏威夷)	4	22	8388	2569	1	8389	2569	3	8390	2569	3	8391	2569	3													外装：<乘风破浪>系列	外装：<生如夏花>系列	外装：<生如夏花>系列	外装：<乘风破浪>系列	外装：<乘风破浪>系列	外装：<生如夏花>系列	外装：<生如夏花>系列	外装：<乘风破浪>系列	外装：<生如夏花>系列	外装：<乘风破浪>系列	外装：<乘风破浪>系列	外装：<生如夏花>系列	外装：<乘风破浪>系列	外装：<生如夏花>系列	外装：<乘风破浪>系列	外装：<生如夏花>系列	外装：<乘风破浪>系列	外装：<生如夏花>系列	外装：<乘风破浪>系列	外装：<生如夏花>系列	外装：<乘风破浪>系列	外装：<生如夏花>系列
6112	T5N外装头饰（万圣节）	4	22	9774	2569	1	9775	2569	3	9776	2569	3	9777	2569	3													外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列	外装：<敛邪断魂>系列
7001	T1校服头饰	4	1	6783	2569	1																						门派装：<明光冠>	门派装：<梦迷钗>	门派装：<绮丽钗>	门派装：<逸侠冠>	门派装：<问道冠>	门派装：<问道冠>	门派装：<迷魂冠>	门派装：<明净冠>	门派装：<碧萝钗>	门派装：<锁月冠>	门派装：<雪清冠>	门派装：<雪清钗>	门派装：<醉清巾>	门派装：<紫澜头环>	门派装：<云栖冠>	门派装：<琴调钗>	门派装：<飞雪冠>	门派装：<飞雪钗>	门派装：<漠狼冠>	门派装：<漠狼钗>	门派装：<朝阳冠>	门派装：<朝阳钗>
7002	T2校服头饰	4	1	6787	2569	1																						门派装：<耀日冠>	门派装：<绫罗钗>	门派装：<月华钗>	门派装：<踏月冠>	门派装：<离尘冠>	门派装：<离尘冠>	门派装：<修罗冠>	门派装：<虚竹冠>	门派装：<青莲钗>	门派装：<银钩冠>	门派装：<灵狐冠>	门派装：<灵狐钗>	门派装：<铁手巾>	门派装：<冥火头环>	门派装：<定国冠>	门派装：<琼台钗>	门派装：<白狐冠>	门派装：<白狐钗>	门派装：<破釜冠>	门派装：<破釜钗>	门派装：<云台冠>	门派装：<云台钗>
7003	T3校服头饰	4	1	6791	2569	1																						门派装：<霸王冠>	门派装：<天玄钗>	门派装：<云蝶钗>	门派装：<流云冠>	门派装：<问意冠>	门派装：<问意冠>	门派装：<戮魔冠>	门派装：<罗汉冠>	门派装：<璎珞钗>	门派装：<天河冠>	门派装：<墨霜冠>	门派装：<墨霜钗>	门派装：<伏虎巾>	门派装：<凤尾头环>	门派装：<秦风冠>	门派装：<瑶花钗>	门派装：<翠云冠>	门派装：<翠云钗>	门派装：<冷啸冠>	门派装：<冷啸钗>	门派装：<千刃冠>	门派装：<千刃钗>
7004	T4校服头饰	4	1	7509	2569	1																						门派装：<凤皇冠>	门派装：<碧妆钗>	门派装：<采香钗>	门派装：<玄风冠>	门派装：<归真冠>	门派装：<归真冠>	门派装：<灭魂冠>	门派装：<罗汉冠>	门派装：<浣花钗>	门派装：<银铠冠>	门派装：<紫玉冠>	门派装：<紫玉钗>	门派装：<入云巾>	门派装：<栩蝶头环>	门派装：<剑茗冠>	门派装：<离鸾钗>	门派装：<丝语冠>	门派装：<丝语钗>	门派装：<荒崖冠>	门派装：<荒崖钗>	门派装：<风扬冠>	门派装：<风扬钗>
8001	T1等级头饰	4	1	6887	2569	1																						1阶：<黑云冠>	1阶：<丁香钗>	1阶：<云锦钗>	1阶：<乘风冠>	1阶：<乘风冠>	1阶：<丁香钗>	1阶：<丁香钗>	1阶：<黑云冠>	1阶：<丁香钗>	1阶：<乘风冠>	1阶：<黑云冠>	1阶：<丁香钗>	1阶：<黑云冠>	1阶：<云锦钗>	1阶：<乘风冠>	1阶：<丁香钗>	1阶：<乘风冠>	1阶：<丁香钗>	1阶：<黑云冠>	1阶：<云锦钗>	1阶：<乘风冠>	1阶：<丁香钗>
8002	T2等级头饰	4	1	6892	2569	1																						2阶：<飞鱼冠>	2阶：<赤练钗>	2阶：<梦蝶钗>	2阶：<霜叶冠>	2阶：<霜叶冠>	2阶：<赤练钗>	2阶：<赤练钗>	2阶：<飞鱼冠>	2阶：<赤练钗>	2阶：<霜叶冠>	2阶：<飞鱼冠>	2阶：<赤练钗>	2阶：<飞鱼冠>	2阶：<梦蝶钗>	2阶：<霜叶冠>	2阶：<赤练钗>	2阶：<霜叶冠>	2阶：<赤练钗>	2阶：<飞鱼冠>	2阶：<梦蝶钗>	2阶：<霜叶冠>	2阶：<赤练钗>
8003	T3等级头饰	4	1	6897	2569	1																						3阶：<破虏冠>	3阶：<繁花钗>	3阶：<碧落钗>	3阶：<金纹冠>	3阶：<金纹冠>	3阶：<繁花钗>	3阶：<繁花钗>	3阶：<破虏冠>	3阶：<繁花钗>	3阶：<金纹冠>	3阶：<破虏冠>	3阶：<繁花钗>	3阶：<破虏冠>	3阶：<碧落钗>	3阶：<金纹冠>	3阶：<繁花钗>	3阶：<金纹冠>	3阶：<繁花钗>	3阶：<破虏冠>	3阶：<碧落钗>	3阶：<金纹冠>	3阶：<繁花钗>
