ShowType	Name	Faction	Sex	ResId	IconId	BigIconId	Desc	Desc2
11167	天山武器T19·薄荷绿	15		2458	17245	17245		
11168	天山武器T19·名紫金	15		2459	17246	17246		
11169	天山武器T19·幽暗红	15		2460	17247	17247		
11170	天山武器T20·浮影金	15		950	16450	16450		
11171	天山武器T20·墨血银	15		2461	17248	17248		
11172	天山武器T20·妖姬蓝	15		2462	17249	17249		
11173	天山武器T20·橄榄绿	15		2463	17250	17250		
11134	润德刀·香墨黑	16	1	951	16501	16501		
11135	润德刀·夜墨蓝	16	1	2534	17251	17251		
11136	润德刀·幽邃黑	16	1	2535	17252	17252		
11137	润德刀·浮影金	16	1	2536	17253	17253		
11138	怨月刀·鬼魅红	16	1	952	16502	16502		
11139	怨月刀·浮影金	16	1	2537	17254	17254		
11140	怨月刀·香墨黑	16	1	2538	17255	17255		
11141	怨月刀·幽暗红	16	1	2539	17256	17256		
11142	浮龙刀·夜抹绿	16	1	953	16503	16503		T13
11143	浮龙刀·浮影金	16	1	2540	17257	17257		T13
11144	浮龙刀·夜墨蓝	16	1	2541	17258	17258		T13
11145	浮龙刀·玄赤黑	16	1	2542	17259	17259		T13
11146	九骨刀·玄铁灰	16	1	954	16504	16504		
11147	九骨刀·浮影金	16	1	2543	17260	17260		
11148	九骨刀·夜墨蓝	16	1	2544	17261	17261		
11149	九骨刀·玄赤黑	16	1	2545	17262	17262		
11150	皓峰刀·浮影金	16	1	955	16505	16505		
11151	皓峰刀·翡翠绿	16	1	2546	17263	17263		
11152	皓峰刀·夜墨绿	16	1	2547	17264	17264		
11153	皓峰刀·鬼魅红	16	1	2548	17265	17265		
11154	霸刀武器T16·月光银	16	1	956	16506	16506		
11155	霸刀武器T16·薄荷绿	16	1	2549	17266	17266		
11156	霸刀武器T16·香墨黑	16	1	2550	17267	17267		
11157	霸刀武器T16·赤阳红	16	1	2551	17268	17268		
11158	霸刀武器T17·辉煌金	16	1	957	16507	16507		
11159	霸刀武器T17·玫瑰粉	16	1	2552	17269	17269		
11160	霸刀武器T17·月光银	16	1	2553	17270	17270		
11161	霸刀武器T17·香墨黑	16	1	2554	17271	17271		
11162	霸刀武器T18·落叶褐	16	1	958	16508	16508		
11163	霸刀武器T18·香墨黑	16	1	2555	17272	17272		
11164	霸刀武器T18·赤阳红	16	1	2556	17273	17273		
11165	霸刀武器T18·翡翠绿	16	1	2557	17274	17274		
11166	霸刀武器T19·罗兰紫	16	1	959	16509	16509		
11167	霸刀武器T19·薄荷绿	16	1	2558	17275	17275		
11168	霸刀武器T19·名紫金	16	1	2559	17276	17276		
11169	霸刀武器T19·幽暗红	16	1	2560	17277	17277		
11170	霸刀武器T20·浮影金	16	1	960	16510	16510		
11171	霸刀武器T20·墨血银	16	1	2561	17278	17278		
11172	霸刀武器T20·妖姬蓝	16	1	2562	17279	17279		
11173	霸刀武器T20·橄榄绿	16	1	2563	17280	17280		
11134	墨影剑·玄铁灰	17		961	16561	16561	华山武器T11·颜色1	T11
11135	墨影剑·夜墨蓝	17		2634	17281	17281	华山武器T11·颜色2	T11
11136	墨影剑·琥珀铜	17		2635	17282	17282	华山武器T11·颜色3	T11
11137	墨影剑·翡翠绿	17		2636	17283	17283	华山武器T11·颜色4	T11
11138	幽语剑·幽邃黑	17		962	16562	16562	华山武器T12·颜色1	T12
11139	幽语剑·鬼魅红	17		2637	17284	17284	华山武器T12·颜色2	T12
11140	幽语剑·幽暗绿	17		2638	17285	17285	华山武器T12·颜色3	T12
11141	幽语剑·幽暗紫	17		2639	17286	17286	华山武器T12·颜色4	T12
11142	澜悔剑·玉牙白	17		963	16563	16563	华山武器T13·颜色1	T13
11143	澜悔剑·琥珀铜	17		2640	17287	17287	华山武器T13·颜色2	T13
11144	澜悔剑·水墨灰	17		2641	17288	17288	华山武器T13·颜色3	T13
11145	澜悔剑·夜墨蓝	17		2642	17289	17289	华山武器T13·颜色4	T13
11146	抚夜剑·玉牙白	17		964	16564	16564	华山武器T14·颜色1	T14
11147	抚夜剑·鬼魅红	17		2643	17290	17290	华山武器T14·颜色2	T14
11148	抚夜剑·妖姬蓝	17		2644	17291	17291	华山武器T14·颜色3	T14
11149	抚夜剑·浮影金	17		2645	17292	17292	华山武器T14·颜色4	T14
11150	青釭剑·幽暗绿	17		965	16565	16565	华山武器T15·颜色1	T15
11151	青釭剑·浮影金	17		2646	17293	17293	华山武器T15·颜色2	T15
11152	青釭剑·夜墨蓝	17		2647	17294	17294	华山武器T15·颜色3	T15
11153	青釭剑·鬼魅红	17		2648	17295	17295	华山武器T15·颜色4	T15
11154	华山武器T16·月光银	17		966	16566	16566	华山武器T16·颜色1	T16
11155	华山武器T16·薄荷绿	17		2649	17296	17296	华山武器T16·颜色2	T16
11156	华山武器T16·香墨黑	17		2650	17297	17297	华山武器T16·颜色3	T16
11157	华山武器T16·赤阳红	17		2651	17298	17298	华山武器T16·颜色4	T16
11158	华山武器T17·辉煌金	17		967	16567	16567	华山武器T17·颜色1	T17
11159	华山武器T17·玫瑰粉	17		2652	17299	17299	华山武器T17·颜色2	T17
11160	华山武器T17·月光银	17		2653	17300	17300	华山武器T17·颜色3	T17
11161	华山武器T17·香墨黑	17		2654	17301	17301	华山武器T17·颜色4	T17
11162	华山武器T18·落叶褐	17		968	16568	16568	华山武器T18·颜色1	T18
11163	华山武器T18·香墨黑	17		2655	17302	17302	华山武器T18·颜色2	T18
11164	华山武器T18·赤阳红	17		2656	17303	17303	华山武器T18·颜色3	T18
11165	华山武器T18·翡翠绿	17		2657	17304	17304	华山武器T18·颜色4	T18
11166	华山武器T19·罗兰紫	17		969	16569	16569	华山武器T19·颜色1	T19
11167	华山武器T19·薄荷绿	17		2658	17305	17305	华山武器T19·颜色2	T19
11168	华山武器T19·名紫金	17		2659	17306	17306	华山武器T19·颜色3	T19
11169	华山武器T19·幽暗红	17		2660	17307	17307	华山武器T19·颜色4	T19
11170	华山武器T20·浮影金	17		970	16570	16570	华山武器T20·颜色1	T20
11171	华山武器T20·墨血银	17		2661	17308	17308	华山武器T20·颜色2	T20
11172	华山武器T20·妖姬蓝	17		2662	17309	17309	华山武器T20·颜色3	T20
11173	华山武器T20·橄榄绿	17		2663	17310	17310	华山武器T20·颜色4	T20
11134	18门派武器T11·赤阳红	18		971	16621	16621		
11135	18门派武器T11·香墨黑	18		2734	17311	17311		
11136	18门派武器T11·月光银	18		2735	17312	17312		
11137	18门派武器T11·辉煌金	18		2736	17313	17313		
11138	18门派武器T12·香墨黑	18		972	16622	16622		
11139	18门派武器T12·翡翠绿	18		2737	17314	17314		
11140	18门派武器T12·月光银	18		2738	17315	17315		
11141	18门派武器T12·紫丹褐	18		2739	17316	17316		
11142	18门派武器T13·浮影金	18		973	16623	16623		T13
11143	18门派武器T13·月光银	18		2740	17317	17317		T13
11144	18门派武器T13·赤阳红	18		2741	17318	17318		T13
11145	18门派武器T13·辉煌金	18		2742	17319	17319		T13
11146	18门派武器T14·月光银	18		974	16624	16624		
11147	18门派武器T14·赤阳红	18		2743	17320	17320		
11148	18门派武器T14·香墨黑	18		2744	17321	17321		
11149	18门派武器T14·浮影金	18		2745	17322	17322		
11150	18门派武器T15·月光银	18		975	16625	16625		
11151	18门派武器T15·翡翠绿	18		2746	17323	17323		
11152	18门派武器T15·浮影金	18		2747	17324	17324		
11153	18门派武器T15·香墨黑	18		2748	17325	17325		
11154	18门派武器T16·月光银	18		976	16626	16626		
11155	18门派武器T16·薄荷绿	18		2749	17326	17326		
11156	18门派武器T16·香墨黑	18		2750	17327	17327		
11157	18门派武器T16·赤阳红	18		2751	17328	17328		
11158	18门派武器T17·辉煌金	18		977	16627	16627		
11159	18门派武器T17·玫瑰粉	18		2752	17329	17329		
11160	18门派武器T17·月光银	18		2753	17330	17330		
11161	18门派武器T17·香墨黑	18		2754	17331	17331		
11162	18门派武器T18·落叶褐	18		978	16628	16628		
11163	18门派武器T18·香墨黑	18		2755	17332	17332		
11164	18门派武器T18·赤阳红	18		2756	17333	17333		
11165	18门派武器T18·翡翠绿	18		2757	17334	17334		
11166	18门派武器T19·罗兰紫	18		979	16629	16629		
11167	18门派武器T19·薄荷绿	18		2758	17335	17335		
11168	18门派武器T19·名紫金	18		2759	17336	17336		
11169	18门派武器T19·幽暗红	18		2760	17337	17337		
11170	18门派武器T20·浮影金	18		980	16630	16630		
11171	18门派武器T20·墨血银	18		2761	17338	17338		
11172	18门派武器T20·妖姬蓝	18		2762	17339	17339		
11173	18门派武器T20·橄榄绿	18		2763	17340	17340		
11134	19门派武器T11·赤阳红	19		981	16681	16681		
11135	19门派武器T11·香墨黑	19		2834	17341	17341		
11136	19门派武器T11·月光银	19		2835	17342	17342		
11137	19门派武器T11·辉煌金	19		2836	17343	17343		
11138	19门派武器T12·香墨黑	19		982	16682	16682		
11139	19门派武器T12·翡翠绿	19		2837	17344	17344		
11140	19门派武器T12·月光银	19		2838	17345	17345		
11141	19门派武器T12·紫丹褐	19		2839	17346	17346		
11142	19门派武器T13·浮影金	19		983	16683	16683		T13
11143	19门派武器T13·月光银	19		2840	17347	17347		T13
11144	19门派武器T13·赤阳红	19		2841	17348	17348		T13
11145	19门派武器T13·辉煌金	19		2842	17349	17349		T13
11146	19门派武器T14·月光银	19		984	16684	16684		
11147	19门派武器T14·赤阳红	19		2843	17350	17350		
11148	19门派武器T14·香墨黑	19		2844	17351	17351		
11149	19门派武器T14·浮影金	19		2845	17352	17352		
11150	19门派武器T15·月光银	19		985	16685	16685		
11151	19门派武器T15·翡翠绿	19		2846	17353	17353		
11152	19门派武器T15·浮影金	19		2847	17354	17354		
11153	19门派武器T15·香墨黑	19		2848	17355	17355		
11154	19门派武器T16·月光银	19		986	16686	16686		
11155	19门派武器T16·薄荷绿	19		2849	17356	17356		
11156	19门派武器T16·香墨黑	19		2850	17357	17357		
11157	19门派武器T16·赤阳红	19		2851	17358	17358		
11158	19门派武器T17·辉煌金	19		987	16687	16687		
11159	19门派武器T17·玫瑰粉	19		2852	17359	17359		
11160	19门派武器T17·月光银	19		2853	17360	17360		
11161	19门派武器T17·香墨黑	19		2854	17361	17361		
11162	19门派武器T18·落叶褐	19		988	16688	16688		
11163	19门派武器T18·香墨黑	19		2855	17362	17362		
11164	19门派武器T18·赤阳红	19		2856	17363	17363		
11165	19门派武器T18·翡翠绿	19		2857	17364	17364		
11166	19门派武器T19·罗兰紫	19		989	16689	16689		
11167	19门派武器T19·薄荷绿	19		2858	17365	17365		
11168	19门派武器T19·名紫金	19		2859	17366	17366		
11169	19门派武器T19·幽暗红	19		2860	17367	17367		
11170	19门派武器T20·浮影金	19		990	16690	16690		
11171	19门派武器T20·墨血银	19		2861	17368	17368		
11172	19门派武器T20·妖姬蓝	19		2862	17369	17369		
11173	19门派武器T20·橄榄绿	19		2863	17370	17370		
11134	20门派武器T11·赤阳红	20		991	16741	16741		
11135	20门派武器T11·香墨黑	20		2934	17371	17371		
11136	20门派武器T11·月光银	20		2935	17372	17372		
11137	20门派武器T11·辉煌金	20		2936	17373	17373		
11138	20门派武器T12·香墨黑	20		992	16742	16742		
11139	20门派武器T12·翡翠绿	20		2937	17374	17374		
11140	20门派武器T12·月光银	20		2938	17375	17375		
11141	20门派武器T12·紫丹褐	20		2939	17376	17376		
11142	20门派武器T13·浮影金	20		993	16743	16743		T13
11143	20门派武器T13·月光银	20		2940	17377	17377		T13
11144	20门派武器T13·赤阳红	20		2941	17378	17378		T13
11145	20门派武器T13·辉煌金	20		2942	17379	17379		T13
11146	20门派武器T14·月光银	20		994	16744	16744		
11147	20门派武器T14·赤阳红	20		2943	17380	17380		
11148	20门派武器T14·香墨黑	20		2944	17381	17381		
11149	20门派武器T14·浮影金	20		2945	17382	17382		
11150	20门派武器T15·月光银	20		995	16745	16745		
11151	20门派武器T15·翡翠绿	20		2946	17383	17383		
11152	20门派武器T15·浮影金	20		2947	17384	17384		
11153	20门派武器T15·香墨黑	20		2948	17385	17385		
11154	20门派武器T16·月光银	20		996	16746	16746		
11155	20门派武器T16·薄荷绿	20		2949	17386	17386		
11156	20门派武器T16·香墨黑	20		2950	17387	17387		
11157	20门派武器T16·赤阳红	20		2951	17388	17388		
11158	20门派武器T17·辉煌金	20		997	16747	16747		
11159	20门派武器T17·玫瑰粉	20		2952	17389	17389		
11160	20门派武器T17·月光银	20		2953	17390	17390		
11161	20门派武器T17·香墨黑	20		2954	17391	17391		
11162	20门派武器T18·落叶褐	20		998	16748	16748		
11163	20门派武器T18·香墨黑	20		2955	17392	17392		
11164	20门派武器T18·赤阳红	20		2956	17393	17393		
11165	20门派武器T18·翡翠绿	20		2957	17394	17394		
11166	20门派武器T19·罗兰紫	20		999	16749	16749		
11167	20门派武器T19·薄荷绿	20		2958	17395	17395		
11168	20门派武器T19·名紫金	20		2959	17396	17396		
11169	20门派武器T19·幽暗红	20		2960	17397	17397		
11170	20门派武器T20·浮影金	20		1000	16750	16750		
11171	20门派武器T20·墨血银	20		2961	17398	17398		
11172	20门派武器T20·妖姬蓝	20		2962	17399	17399		
11173	20门派武器T20·橄榄绿	20		2963	17400	17400		
517	满江红·1	15	2	4421	15513	15513		
518	满江红·2	15	2	4422	15514	15514		
519	满江红·3	15	2	4423	15515	15515		
520	满江红·4	15	2	4424	15516	15516		
545	韩服·熏香紫	15	2	3125	18705	18705	峨眉外装8	
546	韩服·玫瑰粉	15	2	3126	18706	18706	峨眉外装8	
547	韩服·忘忧黄	15	2	3127	18707	18707	峨眉外装8	
548	韩服·翡翠绿	15	2	3128	18708	18708	峨眉外装8	
549	韩服·玫瑰粉	15	2	3225	18709	18709	桃花外装8	
550	韩服·薄荷绿	15	2	3226	18710	18710	桃花外装8	
551	韩服·忘忧黄	15	2	3227	18711	18711	桃花外装8	
552	韩服·罗兰紫	15	2	3228	18712	18712	桃花外装8	
553	韩服·蝴蝶蓝	15	2	3325	18713	18713	逍遥外装8	
554	韩服·薄荷绿	15	2	3326	18714	18714	逍遥外装8	
555	韩服·香墨黑	15	2	3327	18715	18715	逍遥外装8	
556	韩服·幽暗红	15	2	3328	18716	18716	逍遥外装8	
557	韩服·薄荷绿	15	2	3425	18717	18717	武当外装8	
558	韩服·夜抹绿	15	2	3426	18718	18718	武当外装8	
559	韩服·幽暗紫	15	2	3427	18719	18719	武当外装8	
560	韩服·玉牙白	15	2	3428	18720	18720	武当外装8	
561	韩服·香墨黑	15	2	3525	18721	18721	天忍外装8	
562	韩服·鬼魅红	15	2	3526	18722	18722	天忍外装8	
563	韩服·幽暗紫	15	2	3527	18723	18723	天忍外装8	
564	韩服·落叶黄	15	2	3528	18724	18724	天忍外装8	
565	韩服·玉牙白	15	2	3625	18725	18725	少林外装8	
566	韩服·枯木褐	15	2	3626	18726	18726	少林外装8	
567	韩服·香墨黑	15	2	3627	18727	18727	少林外装8	
568	韩服·幽暗红	15	2	3628	18728	18728	少林外装8	
569	韩服·玫瑰粉	15	2	3725	18729	18729	翠烟外装8	
570	韩服·蝴蝶蓝	15	2	3726	18730	18730	翠烟外装8	
571	韩服·绽放橙	15	2	3727	18731	18731	翠烟外装8	
572	韩服·翡翠绿	15	2	3728	18732	18732	翠烟外装8	
6306	【黄金】缥缈之闭月裳	15	2	4101	12088	12088	天山女黄金衣服T6	T6
6307	【黄金】缥缈之紫霞裳	15	2	4102	12089	12089	天山女黄金衣服T7	T7
6308	【黄金】缥缈之韵霓裳	15	2	4103	12090	12090	天山女黄金衣服T8	T8
6309	【黄金】缥缈之绮绣裳	15	2	4104	12769	12769	天山女黄金衣服T9	T9
6310	【黄金】缥缈之天香裳	15	2	4105	12770	12770	天山女黄金衣服T10	T10
5306	【黄金】缥缈之闭月钗	15	2	4101	12040	12040	天山女黄金帽子T6	T6
5307	【黄金】缥缈之紫霞钗	15	2	4102	12041	12041	天山女黄金帽子T7	T7
5308	【黄金】缥缈之韵霓钗	15	2	4103	12042	12042	天山女黄金帽子T8	T8
5309	【黄金】缥缈之绮绣钗	15	2	4104	12737	12737	天山女黄金帽子T9	T9
5310	【黄金】缥缈之天香钗	15	2	4105	12738	12738	天山女黄金帽子T10	T10
7306	【黄金】天音之闭月护腕	15	2		12064	12064	天山女黄金护腕T6	T6
7307	【黄金】天音之紫霞护腕	15	2		12065	12065	天山女黄金护腕T7	T7
7308	【黄金】天音之韵霓护腕	15	2		12066	12066	天山女黄金护腕T8	T8
7309	【黄金】天音之绮绣护腕	15	2		12753	12753	天山女黄金护腕T9	T9
7310	【黄金】天音之天香护腕	15	2		12754	12754	天山女黄金护腕T10	T10
8306	【黄金】缥缈之闭月腰带	15	2		12112	12112	天山女黄金腰带T6	T6
8307	【黄金】缥缈之紫霞腰带	15	2		12113	12113	天山女黄金腰带T7	T7
8308	【黄金】缥缈之韵霓腰带	15	2		12114	12114	天山女黄金腰带T8	T8
8309	【黄金】缥缈之绮绣腰带	15	2		12785	12785	天山女黄金腰带T9	T9
8310	【黄金】缥缈之天香腰带	15	2		12786	12786	天山女黄金腰带T10	T10
9306	【黄金】天音之闭月靴	15	2		12136	12136	天山女黄金鞋子T6	T6
9307	【黄金】天音之紫霞靴	15	2		12137	12137	天山女黄金鞋子T7	T7
9308	【黄金】天音之韵霓靴	15	2		12138	12138	天山女黄金鞋子T8	T8
9309	【黄金】天音之绮绣靴	15	2		12801	12801	天山女黄金鞋子T9	T9
9310	【黄金】天音之天香靴	15	2		12802	12802	天山女黄金鞋子T10	T10
1001	【黄金】缥缈之秘隐之链	15	2		12001	12001	天山女黄金项链T6	T6
1002	【黄金】缥缈之北辰之链	15	2		12002	12002	天山女黄金项链T7	T7
1003	【黄金】缥缈之群鸟之链	15	2		12003	12003	天山女黄金项链T8	T8
1004	【黄金】缥缈之朝露之链	15	2		12711	12711	天山女黄金项链T9	T9
1005	【黄金】缥缈之鸿雁之链	15	2		12712	12712	天山女黄金项链T10	T10
1011	【黄金】天音之火府之戒	15	2		12004	12004	天山女黄金戒指T6	T6
1012	【黄金】天音之苍穹之戒	15	2		12005	12005	天山女黄金戒指T7	T7
1013	【黄金】天音之邢天之戒	15	2		12006	12006	天山女黄金戒指T8	T8
1014	【黄金】天音之应龙之戒	15	2		12713	12713	天山女黄金戒指T9	T9
1015	【黄金】天音之瑞祥之戒	15	2		12714	12714	天山女黄金戒指T10	T10
1021	【黄金】缥缈之雁行佩	15	2		12007	12007	天山女黄金玉佩T6	T6
1022	【黄金】缥缈之勾云佩	15	2		12008	12008	天山女黄金玉佩T7	T7
1023	【黄金】缥缈之龙首佩	15	2		12009	12009	天山女黄金玉佩T8	T8
1024	【黄金】缥缈之鲲鹏佩	15	2		12715	12715	天山女黄金玉佩T9	T9
1025	【黄金】缥缈之北冥佩	15	2		12716	12716	天山女黄金玉佩T10	T10
1031	【黄金】天音之雷神符	15	2		12010	12010	天山女黄金护身符T6	T6
1032	【黄金】天音之天魔符	15	2		12011	12011	天山女黄金护身符T7	T7
1033	【黄金】天音之清虚符	15	2		12012	12012	天山女黄金护身符T8	T8
1034	【黄金】天音之仙缘符	15	2		12717	12717	天山女黄金护身符T9	T9
1035	【黄金】天音之紫珀符	15	2		12718	12718	天山女黄金护身符T10	T10
6611	【黄金】缥缈之秋水裳	15	2	4106	18126	18126	天山女黄金衣服T11	T11
6612	【黄金】缥缈之倾城裳	15	2	4107	18127	18127	天山女黄金衣服T12	T12
6613	【黄金】缥缈之织云裳	15	2	4108	18128	18128	天山女黄金衣服T13	T13
6614	【黄金】缥缈之冰心裳	15	2	4109	18129	18129	天山女黄金衣服T14	T14
6615	【黄金】缥缈之青丝裳	15	2	4110	18130	18130	天山女黄金衣服T15	T15
5311	【黄金】缥缈之秋水钗	15	2	4106	18116	18116	天山女黄金帽子T11	T11
5312	【黄金】缥缈之倾城钗	15	2	4107	18117	18117	天山女黄金帽子T12	T12
5313	【黄金】缥缈之织云钗	15	2	4108	18118	18118	天山女黄金帽子T13	T13
5314	【黄金】缥缈之冰心钗	15	2	4109	18119	18119	天山女黄金帽子T14	T14
5315	【黄金】缥缈之青丝钗	15	2	4110	18120	18120	天山女黄金帽子T15	T15
7311	【黄金】天音之秋水护腕	15	2		18121	18121	天山女黄金护腕T11	T11
7312	【黄金】天音之倾城护腕	15	2		18122	18122	天山女黄金护腕T12	T12
7313	【黄金】天音之织云护腕	15	2		18123	18123	天山女黄金护腕T13	T13
7314	【黄金】天音之冰心护腕	15	2		18124	18124	天山女黄金护腕T14	T14
7315	【黄金】天音之青丝护腕	15	2		18125	18125	天山女黄金护腕T15	T15
8311	【黄金】缥缈之秋水腰带	15	2		18131	18131	天山女黄金腰带T11	T11
8312	【黄金】缥缈之倾城腰带	15	2		18132	18132	天山女黄金腰带T12	T12
8313	【黄金】缥缈之织云腰带	15	2		18133	18133	天山女黄金腰带T13	T13
8314	【黄金】缥缈之冰心腰带	15	2		18134	18134	天山女黄金腰带T14	T14
8315	【黄金】缥缈之青丝腰带	15	2		18135	18135	天山女黄金腰带T15	T15
9311	【黄金】天音之秋水靴	15	2		18136	18136	天山女黄金鞋子T11	T11
9312	【黄金】天音之倾城靴	15	2		18137	18137	天山女黄金鞋子T12	T12
9313	【黄金】天音之织云靴	15	2		18138	18138	天山女黄金鞋子T13	T13
9314	【黄金】天音之冰心靴	15	2		18139	18139	天山女黄金鞋子T14	T14
9315	【黄金】天音之青丝靴	15	2		18140	18140	天山女黄金鞋子T15	T15
1006	【黄金】缥缈之乾坤之链	15	2		18681	18681	天山女黄金项链T11	T11
1007	【黄金】缥缈之淩霄之链	15	2		18682	18682	天山女黄金项链T12	T12
1008	【黄金】缥缈之星辰之链	15	2		18683	18683	天山女黄金项链T13	T13
1009	【黄金】缥缈之仙乐之链	15	2		18684	18684	天山女黄金项链T14	T14
1010	【黄金】缥缈之百花之链	15	2		18685	18685	天山女黄金项链T15	T15
1016	【黄金】天音之白泽之戒	15	2		18686	18686	天山女黄金戒指T11	T11
1017	【黄金】天音之麒麟之戒	15	2		18687	18687	天山女黄金戒指T12	T12
1018	【黄金】天音之凤羽之戒	15	2		18688	18688	天山女黄金戒指T13	T13
1019	【黄金】天音之羡鱼之戒	15	2		18689	18689	天山女黄金戒指T14	T14
1020	【黄金】天音之纤羽之戒	15	2		18690	18690	天山女黄金戒指T15	T15
1026	【黄金】缥缈之天心佩	15	2		18691	18691	天山女黄金玉佩T11	T11
1027	【黄金】缥缈之貔貅佩	15	2		18692	18692	天山女黄金玉佩T12	T12
1028	【黄金】缥缈之毕方佩	15	2		18693	18693	天山女黄金玉佩T13	T13
1029	【黄金】缥缈之烛照佩	15	2		18694	18694	天山女黄金玉佩T14	T14
1030	【黄金】缥缈之幽荧佩	15	2		18695	18695	天山女黄金玉佩T15	T15
1036	【黄金】天音之赤霄符	15	2		18696	18696	天山女黄金护身符T11	T11
1037	【黄金】天音之广寒符	15	2		18697	18697	天山女黄金护身符T12	T12
1038	【黄金】天音之月仙符	15	2		18698	18698	天山女黄金护身符T13	T13
1039	【黄金】天音之双鱼符	15	2		18699	18699	天山女黄金护身符T14	T14
1040	【黄金】天音之旖霞符	15	2		18700	18700	天山女黄金护身符T15	T15
12101	流星水果锤·春红玉	15	2	3001	14661	14661		
12102	流星水果锤·黄小玉	15	2	3002	14662	14662		
12103	流星水果锤·奇异绿	15	2	3003	14663	14663		
12104	流星水果锤·秋意浓	15	2	3004	14664	14664		
12105	蔷薇风霜剑·忘忧黄	15	2	3101	14701	14701		
12106	蔷薇风霜剑·落雪白	15	2	3102	14702	14702		
12107	蔷薇风霜剑·玫瑰粉	15	2	3103	14703	14703		
12108	蔷薇风霜剑·妖姬蓝	15	2	3104	14704	14704		
12109	晴天落花弓·玫瑰粉	15	2	3201	14741	14741		
12110	晴天落花弓·幽雅紫	15	2	3202	14742	14742		
12111	晴天落花弓·蝴蝶蓝	15	2	3203	14743	14743		
12112	晴天落花弓·忘忧黄	15	2	3204	14744	14744		
12113	飞天流彗枪·落叶黄	15	2	3301	14781	14781		
12114	飞天流彗枪·蝴蝶蓝	15	2	3302	14782	14782		
12115	飞天流彗枪·玄铁灰	15	2	3303	14783	14783		
12116	飞天流彗枪·幽暗红	15	2	3304	14784	14784		
12117	太岳金桔剑·青翠绿	15	2	3401	14821	14821		
12118	太岳金桔剑·幽暗红	15	2	3402	14822	14822		
12119	太岳金桔剑·翡翠绿	15	2	3403	14823	14823		
12120	太岳金桔剑·秋意黄	15	2	3404	14824	14824		
12121	破月春花刺·百合粉	15	2	3501	14861	14861		
12122	破月春花刺·妖姬蓝	15	2	3502	14862	14862		
12123	破月春花刺·落叶黄	15	2	3503	14863	14863		
12124	破月春花刺·玉牙白	15	2	3504	14864	14864		
12125	扶风破梦杖·百合粉	15	2	3601	14901	14901		
12126	扶风破梦杖·杏笺黄	15	2	3602	14902	14902		
12127	扶风破梦杖·熏香紫	15	2	3603	14903	14903		
12128	扶风破梦杖·忘忧黄	15	2	3604	14904	14904		
12129	梦幻芙蕖枝·海洋蓝	15	2	3701	14941	14941		
12130	梦幻芙蕖枝·翡翠绿	15	2	3702	14942	14942		
12131	梦幻芙蕖枝·妖姬蓝	15	2	3703	14943	14943		
12132	梦幻芙蕖枝·春意绿	15	2	3704	14944	14944		
12133	神弩木生花·落叶褐	15	2	3801	14981	14981		
12134	神弩木生花·妖姬蓝	15	2	3802	14982	14982		
12135	神弩木生花·杏笺黄	15	2	3803	14983	14983		
12136	神弩木生花·橄榄绿	15	2	3804	14984	14984		
12137	桃花笑春风·百合粉	15	2	3901	15021	15021		
12138	桃花笑春风·妖姬蓝	15	2	3902	15022	15022		
12139	桃花笑春风·鬼魅红	15	2	3903	15023	15023		
12140	桃花笑春风·忘忧黄	15	2	3904	15024	15024		
12141	翠玉青竹杖·春意绿	15	2	4001	15061	15061		
12142	翠玉青竹杖·妖姬蓝	15	2	4002	15062	15062		
12143	翠玉青竹杖·百合粉	15	2	4003	15063	15063		
12144	翠玉青竹杖·秋意黄	15	2	4004	15064	15064		
12145	苗疆朝颜笛·玫瑰粉	15	2	4101	15101	15101		
12146	苗疆朝颜笛·妖姬蓝	15	2	4102	15102	15102		
12147	苗疆朝颜笛·春意绿	15	2	4103	15103	15103		
12148	苗疆朝颜笛·忘忧黄	15	2	4104	15104	15104		
12149	冷杉翠芽枝·春意绿	15	2	4201	15141	15141		
12150	冷杉翠芽枝·妖姬蓝	15	2	4202	15142	15142		
12151	冷杉翠芽枝·橄榄绿	15	2	4203	15143	15143		
12152	冷杉翠芽枝·秋意黄	15	2	4204	15144	15144		
12153	摇曳百合束·珊瑚红	15	2	4301	15181	15181		
12154	摇曳百合束·罗兰紫	15	2	4302	15182	15182		
12155	摇曳百合束·妖姬蓝	15	2	4303	15183	15183		
12156	摇曳百合束·茉莉白	15	2	4304	15184	15184		
12157	流星水果锤·相思红	15	2	3005	18781	18781		
12158	蔷薇风霜剑·相思红	15	2	3105	18782	18782		
12159	晴天落花弓·相思红	15	2	3205	18783	18783		
12160	飞天流彗枪·相思红	15	2	3305	18784	18784		
12161	太岳金桔剑·相思红	15	2	3405	18785	18785		
12162	破月春花刺·相思红	15	2	3505	18786	18786		
12163	扶风破梦杖·相思红	15	2	3605	18787	18787		
12164	梦幻芙蕖枝·相思红	15	2	3705	18788	18788		
12165	神弩木生花·相思红	15	2	3805	18789	18789		
12166	桃花笑春风·相思红	15	2	3905	18790	18790		
12167	翠玉青竹杖·相思红	15	2	4005	18791	18791		
12168	苗疆朝颜笛·相思红	15	2	4105	18792	18792		
12169	冷杉翠芽枝·相思红	15	2	4205	18793	18793		
12170	摇曳百合束·相思红	15	2	4305	18794	18794		
10001	窃魂刀·玄赤黑	16	2	10671	13091	13091		
10002	静天刀·香墨黑	16	2	10672	13092	13092		
10003	陇云刀·香墨黑	16	2	10673	13093	13093		
