ResId	ResFile	ResAttribID	ResSlot	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3
9023	Player/Characters/F2/Prefab/F2_W005_Head.prefab	159023	head	F2标女头盔外装T5·颜色2																														
9024	Player/Characters/F2/Prefab/F2_W005_Head.prefab	159024	head	F2标女头盔外装T5·颜色3																														
9025	Player/Characters/F2/Prefab/F2_W005_Head.prefab	159025	head	F2标女头盔外装T5·颜色4																														
9026	Player/Characters/F2/Prefab/F2_W005_Head.prefab	159026	head	F2标女头盔外装T5·颜色5																														
9027	Player/Characters/F2/Prefab/F2_W006_Head.prefab	159027	head	F2标女头盔外装T6·颜色1																														
9028	Player/Characters/F2/Prefab/F2_W006_Head.prefab	159028	head	F2标女头盔外装T6·颜色2																														
9029	Player/Characters/F2/Prefab/F2_W006_Head.prefab	159029	head	F2标女头盔外装T6·颜色3																														
9030	Player/Characters/F2/Prefab/F2_W006_Head.prefab	159030	head	F2标女头盔外装T6·颜色4																														
9031	Player/Characters/F2/Prefab/F2_W006_Head.prefab	159031	head	F2标女头盔外装T6·颜色5																														
9032	Player/Characters/F2/Prefab/F2_W007_Head.prefab	159032	head	F2标女头盔外装T7·颜色1																														
9033	Player/Characters/F2/Prefab/F2_W007_Head.prefab	159033	head	F2标女头盔外装T7·颜色2																														
9034	Player/Characters/F2/Prefab/F2_W007_Head.prefab	159034	head	F2标女头盔外装T7·颜色3																														
9035	Player/Characters/F2/Prefab/F2_W007_Head.prefab	159035	head	F2标女头盔外装T7·颜色4																														
9036	Player/Characters/F2/Prefab/F2_W008_Head.prefab	159036	head	F2标女头盔外装T8·颜色1																														
9037	Player/Characters/F2/Prefab/F2_W008_Head.prefab	159037	head	F2标女头盔外装T8·颜色2																														
9038	Player/Characters/F2/Prefab/F2_W008_Head.prefab	159038	head	F2标女头盔外装T8·颜色3																														
9039	Player/Characters/F2/Prefab/F2_W008_Head.prefab	159039	head	F2标女头盔外装T8·颜色4																														
9040	Player/Characters/F2/Prefab/F2_W009_Head.prefab	159040	head	F2标女头盔外装T9·颜色1																														
9041	Player/Characters/F2/Prefab/F2_W009A_Head.prefab	159041	head	F2标女头盔外装T9·颜色2																														
9042	Player/Characters/F2/Prefab/F2_W009B_Head.prefab	159042	head	F2标女头盔外装T9·颜色3																														
9043	Player/Characters/F2/Prefab/F2_W009_Head.prefab	159043	head	F2标女头盔外装T9·颜色4																														
9044	Player/Characters/F2/Prefab/F2_W001_Head.prefab	159044	head	F2标女头盔外装T1·颜色1																														
9045	Player/Characters/F2/Prefab/F2_W003_Head.prefab	159045	head	F2标女头盔外装T3·颜色1																														
9046	Player/Characters/F2/Prefab/F2_W007_Head.prefab	159046	head	F2标女头盔外装T7·颜色1																														
9047	Player/Characters/F2/Prefab/F2_W008_Head.prefab	159047	head	F2标女头盔外装T8·颜色1																														
9048	Player/Characters/F2/Prefab/F2_W010B_Head.prefab	159048	head	F2标女头盔外装T10·颜色1																														
9049	Player/Characters/F2/Prefab/F2_W010B_Head.prefab	159049	head	F2标女头盔外装T10·颜色2																														
9050	Player/Characters/F2/Prefab/F2_W010B_Head.prefab	159050	head	F2标女头盔外装T10·颜色3																														
9051	Player/Characters/F2/Prefab/F2_W010B_Head.prefab	159051	head	F2标女头盔外装T10·颜色4																														
9052	Player/Characters/F2/Prefab/F2_W010B_Head.prefab	159052	head	F2标女头盔外装T10·颜色5																														
9053	Player/Characters/F2/Prefab/F2_W010C_Head.prefab	159053	head	F2标女头盔外装T10s·颜色1																														
9054	Player/Characters/F2/Prefab/F2_W010C_Head.prefab	159054	head	F2标女头盔外装T10s·颜色2																														
9055	Player/Characters/F2/Prefab/F2_W010C_Head.prefab	159055	head	F2标女头盔外装T10s·颜色3																														
9056	Player/Characters/F2/Prefab/F2_W010C_Head.prefab	159056	head	F2标女头盔外装T10s·颜色4																														
9057	Player/Characters/F2/Prefab/F2_W010_Head.prefab	159057	head	F2标女头盔外装T11·颜色1																														
9058	Player/Characters/F2/Prefab/F2_W010_Head.prefab	159058	head	F2标女头盔外装T11·颜色2																														
9059	Player/Characters/F2/Prefab/F2_W010_Head.prefab	159059	head	F2标女头盔外装T11·颜色3																														
9060	Player/Characters/F2/Prefab/F2_W010_Head.prefab	159060	head	F2标女头盔外装T11·颜色4																														
9061	Player/Characters/F2/Prefab/F2_W010_Head.prefab	159061	head	F2标女头盔外装T11·颜色5																														
9062	Player/Characters/F2/Prefab/F2_W010_Head.prefab	159062	head	F2标女头盔外装T11·颜色6																														
9063	Player/Characters/F2/Prefab/F2_W010A_Head.prefab	159063	head	F2标女头盔外装T11s·颜色1																														
9064	Player/Characters/F2/Prefab/F2_W010A_Head.prefab	159064	head	F2标女头盔外装T11s·颜色2																														
9065	Player/Characters/F2/Prefab/F2_W010A_Head.prefab	159065	head	F2标女头盔外装T11s·颜色3																														
9066	Player/Characters/F2/Prefab/F2_W010A_Head.prefab	159066	head	F2标女头盔外装T11s·颜色4																														
9067	Player/Characters/F2/Prefab/F2_W010A_Head.prefab	159067	head	F2标女头盔外装T11s·颜色5																														
9068	Player/Characters/F2/Prefab/F2_W010A_Head.prefab	159068	head	F2标女头盔外装T11s·颜色6																														
9069	Player/Characters/F2/Prefab/F2_W008_Head.prefab	159069	head	F2标女头盔外装T8·颜色6																														
9070	Player/Characters/F2/Prefab/F2_W011_Head.prefab		head	F2标女外装T12·颜色1		1		F2_W011_Head	0		112|105|91|98	1	63|51|45|53	1	196|222|255|90	1																		
9071	Player/Characters/F2/Prefab/F2_W011_Head.prefab		head	F2标女外装T12·颜色2				F2_W011_Head	1		140|136|125|40	1	74|71|68|40	1	222|255|159|41	1.32																		
9072	Player/Characters/F2/Prefab/F2_W011_Head.prefab		head	F2标女外装T12·颜色3				F2_W011_Head	1		140|136|125|40	1	255|252|251|19	1	255|133|158|41	1.32																		
9073	Player/Characters/F2/Prefab/F2_W011_Head.prefab		head	F2标女外装T12·颜色4				F2_W011_Head	1		140|136|125|40	1	74|71|68|40	1	255|46|46|39	1.35																		
9074	Player/Characters/F2/Prefab/F2_W011_Head.prefab		head	F2标女外装T12·颜色5				F2_W011_Head	1		127|127|127|68	1	63|56|48|34	1	142|255|245|41	1.22																		
9075	Player/Characters/F2/Prefab/F2_W011_Head.prefab		head	F2标女外装T12·颜色6				F2_W011_Head	1		127|127|127|68	1	63|56|48|34	1	112|0|0|41	1.22																		
9076	Player/Characters/F2/Prefab/F2_W011A_Head.prefab		head	F2标女外装T12A·颜色1		1		F2_W011A_Head	0		255|255|255|59	1	63|55|55|152	1	255|255|255|0	1																		
9077	Player/Characters/F2/Prefab/F2_W011A_Head.prefab		head	F2标女外装T12A·颜色2				F2_W011A_Head	1		114|103|83|91	1	61|52|42|198	1	255|245|166|34	1.05																		
9078	Player/Characters/F2/Prefab/F2_W011A_Head.prefab		head	F2标女外装T12A·颜色3				F2_W011A_Head	1		114|103|83|91	1	243|238|238|61	1	255|133|165|27	1.05																		
9079	Player/Characters/F2/Prefab/F2_W011A_Head.prefab		head	F2标女外装T12A·颜色4				F2_W011A_Head	1		114|103|83|91	1	61|52|42|198	1	255|61|61|42	1.05																		
9080	Player/Characters/F2/Prefab/F2_W011A_Head.prefab		head	F2标女外装T12A·颜色5		1		F2_W011A_Head	0		114|103|83|91	1	61|52|42|198	1	255|227|153|89	1.05																		
9081	Player/Characters/F2/Prefab/F2_W011A_Head.prefab		head	F2标女外装T12A·颜色6																														
9082	Player/Characters/F2/Prefab/F2_W011_Head.prefab		head	F2标女外装T12·颜色7				F2_W011_Head	1		127|127|127|68	1	63|56|48|34	1	255|255|255|41	1.22																		
9083	Player/Characters/F2/Prefab/F2_W011_Head.prefab		head	F2标女外装T12·颜色8				F2_W011_Head	1		127|127|127|68	1	69|59|59|19	1	160|123|255|120	1.22																		
9084	Player/Characters/F2/Prefab/F2_W012A_Head.prefab		head	F2标女外装T4N·颜色1		1		F2_W012A_Head	0		255|255|255|255	1	50|40|40|255	1	255|255|255|255	1																		
9085	Player/Characters/F2/Prefab/F2_W012A_Head.prefab		head	F2标女外装T4N·颜色2				F2_W012A_Head	1		191|103|119|255	1.78	62|53|48|255	1	127|205|195|255	1																		
9086	Player/Characters/F2/Prefab/F2_W012A_Head.prefab		head	F2标女外装T4N·颜色3				F2_W012A_Head	1		61|52|54|255	1.27	255|255|255|174	1.09	199|119|204|255	1.3																		
9087	Player/Characters/F2/Prefab/F2_W012A_Head.prefab		head	F2标女外装T4N·颜色4				F2_W012A_Head	1		193|85|85|255	1.2	255|255|255|255	1	175|141|119|255	1.33																		
9088	Player/Characters/F2/Prefab/F2_W012_Head.prefab		head	F2标女外装T13·颜色1				F2_W012_Head	1		255|255|255|167	1.34	118|22|22|255	1.57	60|42|35|50	1																		
9089	Player/Characters/F2/Prefab/F2_W012_Head.prefab		head	F2标女外装T13·颜色2				F2_W012_Head	1		255|255|255|125	1.34	120|200|247|88	1.15	59|41|35|138	1																		
9090	Player/Characters/F2/Prefab/F2_W012_Head.prefab		head	F2标女外装T13·颜色3				F2_W012_Head	1		255|255|255|125	1.34	255|104|176|121	1.13	59|41|35|138	1																		
9091	Player/Characters/F2/Prefab/F2_W012_Head.prefab		head	F2标女外装T13·颜色4				F2_W012_Head	1		255|255|255|125	1.34	255|192|80|78	1.07	59|41|35|138	1																		
9092	Player/Characters/F2/Prefab/F2_W013A_Head.prefab		head	F2标女外装T5N·颜色1		1		F2_W013A_Head	0		255|255|255|10	1.13	45|40|36|77	1	255|255|255|56	1.25																		
9093	Player/Characters/F2/Prefab/F2_W013A_Head.prefab		head	F2标女外装T5N·颜色2				F2_W013A_Head	1		255|196|91|55	1.17	44|37|33|51	1	99|158|255|69	1.66																		
9094	Player/Characters/F2/Prefab/F2_W013A_Head.prefab		head	F2标女外装T5N·颜色3				F2_W013A_Head	1		97|241|200|73	1.21	44|39|36|61	1	253|121|255|72	1.34																		
9095	Player/Characters/F2/Prefab/F2_W013A_Head.prefab		head	F2标女外装T5N·颜色4				F2_W013A_Head	1		196|133|76|96	1.54	44|37|33|91	1	255|76|76|113	1.58																		
11001	Player/Characters/M2/Prefab/M2_TW002_Head.prefab	161001	head	天王（男）校服T1·颜色1																														
11002	Player/Characters/M2/Prefab/M2_TW002_Head.prefab	161002	head	天王（男）校服T1·颜色2																														
11003	Player/Characters/M2/Prefab/M2_TW002_Head.prefab	161003	head	天王（男）校服T1·颜色3																														
11004	Player/Characters/M2/Prefab/M2_TW002_Head.prefab	161004	head	天王（男）校服T1·颜色4																														
11005	Player/Characters/M2/Prefab/M2_TW001_Head.prefab	161005	head	天王（男）校服T2·颜色1																														
11006	Player/Characters/M2/Prefab/M2_TW001_Head.prefab	161006	head	天王（男）校服T2·颜色2																														
11007	Player/Characters/M2/Prefab/M2_TW001_Head.prefab	161007	head	天王（男）校服T2·颜色3																														
11008	Player/Characters/M2/Prefab/M2_TW001_Head.prefab	161008	head	天王（男）校服T2·颜色4																														
11009	Player/Characters/M2/Prefab/M2_TW003_Head.prefab	161009	head	天王（男）校服T3·颜色1																														
11010	Player/Characters/M2/Prefab/M2_TW003_Head.prefab	161010	head	天王（男）校服T3·颜色2																														
11011	Player/Characters/M2/Prefab/M2_TW003_Head.prefab	161011	head	天王（男）校服T3·颜色3																														
11012	Player/Characters/M2/Prefab/M2_TW003_Head.prefab	161012	head	天王（男）校服T3·颜色4																														
11013	Player/Characters/M2/Prefab/M2_TW002_Head.prefab	161013	head	天王（男）校服T1·颜色5																														
11014	Player/Characters/M2/Prefab/M2_TW001_Head.prefab	161014	head	天王（男）校服T2·颜色5																														
11015	Player/Characters/M2/Prefab/M2_TW003_Head.prefab	161015	head	天王（男）校服T3·颜色5																														
11016	Player/Characters/M2/Prefab/M2_TW004_Head.prefab		head	天王（男）校服T4·颜色1				M2_TW004_Head	1		255|206|101|123	1	56|46|37|0	1	255|255|255|58	1																		
11017	Player/Characters/M2/Prefab/M2_TW004_Head.prefab		head	天王（男）校服T4·颜色2				M2_TW004_Head	1		255|243|149|123	1	45|39|46|0	1	63|199|255|58	1																		
11018	Player/Characters/M2/Prefab/M2_TW004_Head.prefab		head	天王（男）校服T4·颜色3				M2_TW004_Head	1		255|232|185|123	1	33|44|52|0	1	121|121|121|58	1																		
11019	Player/Characters/M2/Prefab/M2_TW004_Head.prefab		head	天王（男）校服T4·颜色4				M2_TW004_Head	1		253|255|221|123	1	59|52|61|0	1	121|121|121|58	1																		
11020	Player/Characters/M2/Prefab/M2_TW004_Head.prefab		head	天王（男）校服T4·颜色5																														
12501	Player/Characters/F2/Prefab/F2_EM001_Head.prefab	162501	head	峨眉（女）校服T1·颜色1																														
12502	Player/Characters/F2/Prefab/F2_EM001_Head.prefab	162502	head	峨眉（女）校服T1·颜色2																														
12503	Player/Characters/F2/Prefab/F2_EM001_Head.prefab	162503	head	峨眉（女）校服T1·颜色3																														
12504	Player/Characters/F2/Prefab/F2_EM001_Head.prefab	162504	head	峨眉（女）校服T1·颜色4																														
12505	Player/Characters/F2/Prefab/F2_EM002_Head.prefab	162505	head	峨眉（女）校服T2·颜色1																														
12506	Player/Characters/F2/Prefab/F2_EM002_Head.prefab	162506	head	峨眉（女）校服T2·颜色2																														
12507	Player/Characters/F2/Prefab/F2_EM002_Head.prefab	162507	head	峨眉（女）校服T2·颜色3																														
12508	Player/Characters/F2/Prefab/F2_EM002_Head.prefab	162508	head	峨眉（女）校服T2·颜色4																														
12509	Player/Characters/F2/Prefab/F2_EM003_Head.prefab	162509	head	峨眉（女）校服T3·颜色1																														
12510	Player/Characters/F2/Prefab/F2_EM003_Head.prefab	162510	head	峨眉（女）校服T3·颜色2																														
12511	Player/Characters/F2/Prefab/F2_EM003_Head.prefab	162511	head	峨眉（女）校服T3·颜色3																														
12512	Player/Characters/F2/Prefab/F2_EM003_Head.prefab	162512	head	峨眉（女）校服T3·颜色4																														
12513	Player/Characters/F2/Prefab/F2_EM001_Head.prefab	162513	head	峨眉（女）校服T1·颜色5																														
12514	Player/Characters/F2/Prefab/F2_EM002_Head.prefab	162514	head	峨眉（女）校服T2·颜色5																														
12515	Player/Characters/F2/Prefab/F2_EM003_Head.prefab	162515	head	峨眉（女）校服T3·颜色5																														
12516	Player/Characters/F2/Prefab/F2_EM004_Head.prefab		head	峨眉（女）校服T4·颜色1		1		F2_EM004_Head	0		255|249|249|38	1	255|255|255|27	1	255|255|255|0	1																		
12517	Player/Characters/F2/Prefab/F2_EM004_Head.prefab		head	峨眉（女）校服T4·颜色2				F2_EM004_Head	1		255|207|93|120	1.16	61|59|58|88	1	103|167|255|0	1.98																		
12518	Player/Characters/F2/Prefab/F2_EM004_Head.prefab		head	峨眉（女）校服T4·颜色3				F2_EM004_Head	1		255|206|93|125	1.16	61|59|58|27	1	255|136|212|0	1.74																		
12519	Player/Characters/F2/Prefab/F2_EM004_Head.prefab		head	峨眉（女）校服T4·颜色4				F2_EM004_Head	1		255|204|97|137	1.1	61|59|58|27	1	255|251|116|0	1.41																		
12520	Player/Characters/F2/Prefab/F2_EM004_Head.prefab		head	峨眉（女）校服T4·颜色5																														
13501	Player/Characters/F1/Prefab/F1_TH001_Head.prefab	163501	head	桃花（女）校服T1·颜色1																														
13502	Player/Characters/F1/Prefab/F1_TH001_Head.prefab	163502	head	桃花（女）校服T1·颜色2																														
13503	Player/Characters/F1/Prefab/F1_TH001_Head.prefab	163503	head	桃花（女）校服T1·颜色3																														
13504	Player/Characters/F1/Prefab/F1_TH001_Head.prefab	163504	head	桃花（女）校服T1·颜色4																														
13505	Player/Characters/F1/Prefab/F1_TH002_Head.prefab	163505	head	桃花（女）校服T2·颜色1																														
13506	Player/Characters/F1/Prefab/F1_TH002_Head.prefab	163506	head	桃花（女）校服T2·颜色2																														
13507	Player/Characters/F1/Prefab/F1_TH002_Head.prefab	163507	head	桃花（女）校服T2·颜色3																														
13508	Player/Characters/F1/Prefab/F1_TH002_Head.prefab	163508	head	桃花（女）校服T2·颜色4																														
13509	Player/Characters/F1/Prefab/F1_TH003_Head.prefab	163509	head	桃花（女）校服T3·颜色1																														
13510	Player/Characters/F1/Prefab/F1_TH003_Head.prefab	163510	head	桃花（女）校服T3·颜色2																														
13511	Player/Characters/F1/Prefab/F1_TH003_Head.prefab	163511	head	桃花（女）校服T3·颜色3																														
13512	Player/Characters/F1/Prefab/F1_TH003_Head.prefab	163512	head	桃花（女）校服T3·颜色4																														
13513	Player/Characters/F1/Prefab/F1_TH001_Head.prefab	163513	head	桃花（女）校服T1·颜色5																														
13514	Player/Characters/F1/Prefab/F1_TH002_Head.prefab	163514	head	桃花（女）校服T2·颜色5																														
13515	Player/Characters/F1/Prefab/F1_TH003_Head.prefab	163515	head	桃花（女）校服T3·颜色5																														
13516	Player/Characters/F1/Prefab/F1_TH004_Head.prefab		head	桃花（女）校服T4·颜色1		1		F1_TH004_Head	0		255|255|255|183	1	255|255|255|12	1	255|255|255|43	1																		
13517	Player/Characters/F1/Prefab/F1_TH004_Head.prefab		head	桃花（女）校服T4·颜色2		1		F1_TH004_Head	0		255|255|255|183	1	82|77|74|97	1	163|247|105|58	1																		
13518	Player/Characters/F1/Prefab/F1_TH004_Head.prefab		head	桃花（女）校服T4·颜色3		1		F1_TH004_Head	0		255|255|255|183	1	82|77|74|97	1	105|247|241|91	1																		
13519	Player/Characters/F1/Prefab/F1_TH004_Head.prefab		head	桃花（女）校服T4·颜色4		1		F1_TH004_Head	0		255|255|255|183	1	82|77|74|97	1	255|50|50|45	1																		
13520	Player/Characters/F1/Prefab/F1_TH004_Head.prefab		head	桃花（女）校服T4·颜色5																														
14001	Player/Characters/M1/Prefab/M1_XY001_Head.prefab	164001	head	逍遥（男）校服T1·颜色1																														
14002	Player/Characters/M1/Prefab/M1_XY001_Head.prefab	164002	head	逍遥（男）校服T1·颜色2																														
14003	Player/Characters/M1/Prefab/M1_XY001_Head.prefab	164003	head	逍遥（男）校服T1·颜色3																														
14004	Player/Characters/M1/Prefab/M1_XY001_Head.prefab	164004	head	逍遥（男）校服T1·颜色4																														
14005	Player/Characters/M1/Prefab/M1_XY002_Head.prefab	164005	head	逍遥（男）校服T2·颜色1																														
14006	Player/Characters/M1/Prefab/M1_XY002_Head.prefab	164006	head	逍遥（男）校服T2·颜色2																														
14007	Player/Characters/M1/Prefab/M1_XY002_Head.prefab	164007	head	逍遥（男）校服T2·颜色3																														
14008	Player/Characters/M1/Prefab/M1_XY002_Head.prefab	164008	head	逍遥（男）校服T2·颜色4																														
14009	Player/Characters/M1/Prefab/M1_XY003_Head.prefab	164009	head	逍遥（男）校服T3·颜色1																														
14010	Player/Characters/M1/Prefab/M1_XY003_Head.prefab	164010	head	逍遥（男）校服T3·颜色2																														
14011	Player/Characters/M1/Prefab/M1_XY003_Head.prefab	164011	head	逍遥（男）校服T3·颜色3																														
14012	Player/Characters/M1/Prefab/M1_XY003_Head.prefab	164012	head	逍遥（男）校服T3·颜色4																														
14013	Player/Characters/M1/Prefab/M1_XY001_Head.prefab	164013	head	逍遥（男）校服T1·颜色5																														
14014	Player/Characters/M1/Prefab/M1_XY002_Head.prefab	164014	head	逍遥（男）校服T2·颜色5																														
14015	Player/Characters/M1/Prefab/M1_XY003_Head.prefab	164015	head	逍遥（男）校服T3·颜色5																														
14016	Player/Characters/M1/Prefab/M1_XY004_Head.prefab		head	逍遥（男）校服T4·颜色1		1		M1_XY004_Head	0		255|255|255|73	1	41|38|35|40	1	137|240|218|136	2.05																		
14017	Player/Characters/M1/Prefab/M1_XY004_Head.prefab		head	逍遥（男）校服T4·颜色2		1		M1_XY004_Head	0		255|255|255|69	1	61|61|61|41	1	198|32|32|147	1																		
14018	Player/Characters/M1/Prefab/M1_XY004_Head.prefab		head	逍遥（男）校服T4·颜色3		1		M1_XY004_Head	0		203|219|232|69	1	26|20|28|41	1	63|71|238|147	2.71																		
14019	Player/Characters/M1/Prefab/M1_XY004_Head.prefab		head	逍遥（男）校服T4·颜色4		1		M1_XY004_Head	0		249|235|210|73	1	44|38|32|88	1	255|160|99|137	2.43																		
14020	Player/Characters/M1/Prefab/M1_XY004_Head.prefab		head	逍遥（男）校服T4·颜色5																														
15001	Player/Characters/M1/Prefab/M1_WD002_Head.prefab	165001	head	武当（男）校服T1·颜色1																														
15002	Player/Characters/M1/Prefab/M1_WD002_Head.prefab	165002	head	武当（男）校服T1·颜色2																														
15003	Player/Characters/M1/Prefab/M1_WD002_Head.prefab	165003	head	武当（男）校服T1·颜色3																														
15004	Player/Characters/M1/Prefab/M1_WD002_Head.prefab	165004	head	武当（男）校服T1·颜色4																														
15005	Player/Characters/M1/Prefab/M1_WD001_Head.prefab	165005	head	武当（男）校服T2·颜色1																														
15006	Player/Characters/M1/Prefab/M1_WD001_Head.prefab	165006	head	武当（男）校服T2·颜色2																														
15007	Player/Characters/M1/Prefab/M1_WD001_Head.prefab	165007	head	武当（男）校服T2·颜色3																														
15008	Player/Characters/M1/Prefab/M1_WD001_Head.prefab	165008	head	武当（男）校服T2·颜色4																														
15009	Player/Characters/M1/Prefab/M1_WD003_Head.prefab	165009	head	武当（男）校服T3·颜色1																														
15010	Player/Characters/M1/Prefab/M1_WD003_Head.prefab	165010	head	武当（男）校服T3·颜色2																														
15011	Player/Characters/M1/Prefab/M1_WD003_Head.prefab	165011	head	武当（男）校服T3·颜色3																														
15012	Player/Characters/M1/Prefab/M1_WD003_Head.prefab	165012	head	武当（男）校服T3·颜色4																														
15013	Player/Characters/M1/Prefab/M1_WD002_Head.prefab	165013	head	武当（男）校服T1·颜色5																														
15014	Player/Characters/M1/Prefab/M1_WD001_Head.prefab	165014	head	武当（男）校服T2·颜色5																														
15015	Player/Characters/M1/Prefab/M1_WD003_Head.prefab	165015	head	武当（男）校服T3·颜色5																														
15016	Player/Characters/M1/Prefab/M1_WD004_Head.prefab		head	武当（男）校服T4·颜色1		1		M1_WD004_Head	0		255|255|255|199	1	36|31|26|50	1	255|255|255|69	1																		
15017	Player/Characters/M1/Prefab/M1_WD004_Head.prefab		head	武当（男）校服T4·颜色2				M1_WD004_Head	1		198|151|130|113	1.29	52|48|59|42	1	92|155|217|118	1																		
15018	Player/Characters/M1/Prefab/M1_WD004_Head.prefab		head	武当（男）校服T4·颜色3				M1_WD004_Head	1		200|180|171|113	1.29	48|40|37|42	1	217|92|105|118	1.36																		
15019	Player/Characters/M1/Prefab/M1_WD004_Head.prefab		head	武当（男）校服T4·颜色4				M1_WD004_Head	1		232|213|238|53	1.29	52|60|67|28	1	205|92|217|121	1.67																		
15020	Player/Characters/M1/Prefab/M1_WD004_Head.prefab		head	武当（男）校服T4·颜色5																														
15501	Player/Characters/F2/Prefab/F2_WD002_Head.prefab		head	武当（女）校服T1·颜色1		1		F2_WD002_Head	0		255|255|255|37	1	65|59|47|82	1	255|255|255|29	1																		
15502	Player/Characters/F2/Prefab/F2_WD002_Head.prefab		head	武当（女）校服T1·颜色2				F2_WD002_Head	1		255|230|151|37	1	65|59|47|82	1	157|141|141|29	1																		
15503	Player/Characters/F2/Prefab/F2_WD002_Head.prefab		head	武当（女）校服T1·颜色3				F2_WD002_Head	1		255|230|151|37	1	65|59|47|82	1	255|227|76|29	1.73																		
15504	Player/Characters/F2/Prefab/F2_WD002_Head.prefab		head	武当（女）校服T1·颜色4				F2_WD002_Head	1		255|255|255|37	1	65|59|47|82	1	131|127|255|29	1.73																		
15505	Player/Characters/F2/Prefab/F2_WD001_Head.prefab		head	武当（女）校服T2·颜色1		1		F2_WD001_Head	0		255|255|255|93	1	56|43|35|27	1	223|232|255|21	1																		
15506	Player/Characters/F2/Prefab/F2_WD001_Head.prefab		head	武当（女）校服T2·颜色2				F2_WD001_Head	1		240|245|255|93	1	56|43|35|27	1	255|76|76|21	1																		
15507	Player/Characters/F2/Prefab/F2_WD001_Head.prefab		head	武当（女）校服T2·颜色3				F2_WD001_Head	1		255|252|218|93	1	56|43|35|27	1	255|184|33|18	1.27																		
15508	Player/Characters/F2/Prefab/F2_WD001_Head.prefab		head	武当（女）校服T2·颜色4		1		F2_WD001_Head	0		255|255|255|93	1	56|43|35|27	1	63|63|63|21	1																		
15509	Player/Characters/F2/Prefab/F2_WD003_Head.prefab		head	武当（女）校服T3·颜色1		1		F2_WD003_Head	0		255|255|255|255	1	255|255|255|255	1	255|255|255|255	1																		
15510	Player/Characters/F2/Prefab/F2_WD003_Head.prefab		head	武当（女）校服T3·颜色2		1		F2_WD003_Head	0		245|86|86|97	1	9|5|5|0	1	125|71|71|187	1																		
15511	Player/Characters/F2/Prefab/F2_WD003_Head.prefab		head	武当（女）校服T3·颜色3				F2_WD003_Head	1		255|223|155|97	1.16	9|5|5|0	1	102|71|125|187	1																		
15512	Player/Characters/F2/Prefab/F2_WD003_Head.prefab		head	武当（女）校服T3·颜色4				F2_WD003_Head	1		255|255|255|97	1.16	9|5|5|0	1	125|71|88|187	1																		
15513	Player/Characters/F2/Prefab/F2_WD002_Head.prefab		head	武当（女）校服T1·颜色5				F2_WD002_Head	1		255|255|255|37	1	65|59|47|82	1	110|159|255|70	2.64																		
15514	Player/Characters/F2/Prefab/F2_WD001_Head.prefab		head	武当（女）校服T2·颜色5		1		F2_WD001_Head	0		255|255|255|93	1	56|43|35|27	1	206|159|255|21	1.1																		
15515	Player/Characters/F2/Prefab/F2_WD003_Head.prefab		head	武当（女）校服T3·颜色5				F2_WD003_Head	1		155|255|176|97	1.16	9|5|5|0	1	102|71|125|187	1																		
15516	Player/Characters/F2/Prefab/F2_WD004_Head.prefab		head	武当（女）校服T4·颜色1		1		F2_WD004_Head	0		255|255|255|39	1	52|41|30|18	1	101|100|100|37	1																		
15517	Player/Characters/F2/Prefab/F2_WD004_Head.prefab		head	武当（女）校服T4·颜色2		1		F2_WD004_Head	0		255|255|255|39	1	52|41|30|18	1	255|168|142|23	1.43																		
15518	Player/Characters/F2/Prefab/F2_WD004_Head.prefab		head	武当（女）校服T4·颜色3				F2_WD004_Head	1		255|255|255|39	1	52|41|30|18	1	255|154|223|23	1.43																		
15519	Player/Characters/F2/Prefab/F2_WD004_Head.prefab		head	武当（女）校服T4·颜色4		1		F2_WD004_Head	0		255|255|255|39	1	52|41|30|18	1	255|11|11|23	1.43																		
16501	Player/Characters/F2/Prefab/F2_TR001_Head.prefab	166501	head	天忍（女）校服T1·颜色1																														
16502	Player/Characters/F2/Prefab/F2_TR001_Head.prefab	166502	head	天忍（女）校服T1·颜色2																														
16503	Player/Characters/F2/Prefab/F2_TR001_Head.prefab	166503	head	天忍（女）校服T1·颜色3																														
16504	Player/Characters/F2/Prefab/F2_TR001_Head.prefab	166504	head	天忍（女）校服T1·颜色4																														
16505	Player/Characters/F2/Prefab/F2_TR002_Head.prefab	166505	head	天忍（女）校服T2·颜色1																														
16506	Player/Characters/F2/Prefab/F2_TR002_Head.prefab	166506	head	天忍（女）校服T2·颜色2																														
16507	Player/Characters/F2/Prefab/F2_TR002_Head.prefab	166507	head	天忍（女）校服T2·颜色3																														
16508	Player/Characters/F2/Prefab/F2_TR002_Head.prefab	166508	head	天忍（女）校服T2·颜色4																														
16509	Player/Characters/F2/Prefab/F2_TR003_Head.prefab	166509	head	天忍（女）校服T3·颜色1																														
16510	Player/Characters/F2/Prefab/F2_TR003_Head.prefab	166510	head	天忍（女）校服T3·颜色2																														
